sample_id,seat_id,row,section,seat_number,true_x,true_y,true_z,node_id,rssi_dbm,true_rssi,distance_m
R10-C02_N4_S046,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-69.58,-65.16,7.805
R10-C02_N4_S047,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-64.38,-65.16,7.805
R10-C02_N4_S048,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-61.09,-65.16,7.805
R10-C02_N4_S049,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.84,-65.16,7.805
R10-C02_N4_S050,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-67.06,-65.16,7.805
R10-C02_N4_S051,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-63.63,-65.16,7.805
R10-C02_N4_S052,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-64.18,-65.16,7.805
R10-C02_N4_S053,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-63.35,-65.16,7.805
R10-C02_N4_S054,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-68.6,-65.16,7.805
R10-C02_N4_S055,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.39,-65.16,7.805
R10-C02_N4_S056,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.15,-65.16,7.805
R10-C02_N4_S057,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-64.44,-65.16,7.805
R10-C02_N4_S058,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-66.95,-65.16,7.805
R10-C02_N4_S059,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-59.84,-65.16,7.805
R10-C02_N4_S060,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-63.37,-65.16,7.805
R10-C02_N4_S061,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-68.48,-65.16,7.805
R10-C02_N4_S062,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-67.95,-65.16,7.805
R10-C02_N4_S063,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-72.49,-65.16,7.805
R10-C02_N4_S064,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-59.97,-65.16,7.805
R10-C02_N4_S065,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-64.87,-65.16,7.805
R10-C02_N4_S066,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-63.84,-65.16,7.805
R10-C02_N4_S067,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-68.27,-65.16,7.805
R10-C02_N4_S068,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-60.37,-65.16,7.805
R10-C02_N4_S069,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-67.6,-65.16,7.805
R10-C02_N4_S070,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-62.27,-65.16,7.805
R10-C02_N4_S071,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-61.45,-65.16,7.805
R10-C02_N4_S072,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-62.92,-65.16,7.805
R10-C02_N4_S073,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-62.37,-65.16,7.805
R10-C02_N4_S074,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-62.55,-65.16,7.805
R10-C02_N4_S075,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-68.87,-65.16,7.805
R10-C02_N4_S076,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-67.67,-65.16,7.805
R10-C02_N4_S077,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-71.05,-65.16,7.805
R10-C02_N4_S078,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-66.81,-65.16,7.805
R10-C02_N4_S079,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-70.67,-65.16,7.805
R10-C02_N4_S080,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-57.89,-65.16,7.805
R10-C02_N4_S081,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-66.81,-65.16,7.805
R10-C02_N4_S082,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-66.91,-65.16,7.805
R10-C02_N4_S083,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-66.45,-65.16,7.805
R10-C02_N4_S084,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-67.09,-65.16,7.805
R10-C02_N4_S085,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-60.78,-65.16,7.805
R10-C02_N4_S086,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-66.64,-65.16,7.805
R10-C02_N4_S087,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.9,-65.16,7.805
R10-C02_N4_S088,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-62.53,-65.16,7.805
R10-C02_N4_S089,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-64.61,-65.16,7.805
R10-C02_N4_S090,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.76,-65.16,7.805
R10-C02_N4_S091,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-60.2,-65.16,7.805
R10-C02_N4_S092,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-70.73,-65.16,7.805
R10-C02_N4_S093,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.01,-65.16,7.805
R10-C02_N4_S094,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.16,-65.16,7.805
R10-C02_N4_S095,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-62.92,-65.16,7.805
R10-C02_N4_S096,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-70.13,-65.16,7.805
R10-C02_N4_S097,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-64.59,-65.16,7.805
R10-C02_N4_S098,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-67.84,-65.16,7.805
R10-C02_N4_S099,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.09,-65.16,7.805
R10-C02_N4_S100,R10-C02,10,Center,2,4.946,13.6,0.45,RF_NODE_04_BackRight,-65.73,-65.16,7.805
R10-C03_N1_S001,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.05,-72.29,14.019
R10-C03_N1_S002,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.99,-72.29,14.019
R10-C03_N1_S003,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.59,-72.29,14.019
R10-C03_N1_S004,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.73,-72.29,14.019
R10-C03_N1_S005,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-77.32,-72.29,14.019
R10-C03_N1_S006,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.2,-72.29,14.019
R10-C03_N1_S007,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.38,-72.29,14.019
R10-C03_N1_S008,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.83,-72.29,14.019
R10-C03_N1_S009,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.09,-72.29,14.019
R10-C03_N1_S010,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-66.42,-72.29,14.019
R10-C03_N1_S011,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-76.74,-72.29,14.019
R10-C03_N1_S012,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.05,-72.29,14.019
R10-C03_N1_S013,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-76.07,-72.29,14.019
R10-C03_N1_S014,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.5,-72.29,14.019
R10-C03_N1_S015,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.1,-72.29,14.019
R10-C03_N1_S016,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-76.53,-72.29,14.019
R10-C03_N1_S017,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-68.75,-72.29,14.019
R10-C03_N1_S018,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.08,-72.29,14.019
R10-C03_N1_S019,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-67.7,-72.29,14.019
R10-C03_N1_S020,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-76.45,-72.29,14.019
R10-C03_N1_S021,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.43,-72.29,14.019
R10-C03_N1_S022,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.09,-72.29,14.019
R10-C03_N1_S023,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-76.31,-72.29,14.019
R10-C03_N1_S024,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-77.34,-72.29,14.019
R10-C03_N1_S025,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.66,-72.29,14.019
R10-C03_N1_S026,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.92,-72.29,14.019
R10-C03_N1_S027,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.87,-72.29,14.019
R10-C03_N1_S028,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-68.57,-72.29,14.019
R10-C03_N1_S029,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-67.4,-72.29,14.019
R10-C03_N1_S030,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-77.02,-72.29,14.019
R10-C03_N1_S031,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.86,-72.29,14.019
R10-C03_N1_S032,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.27,-72.29,14.019
R10-C03_N1_S033,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.52,-72.29,14.019
R10-C03_N1_S034,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.77,-72.29,14.019
R10-C03_N1_S035,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.52,-72.29,14.019
R10-C03_N1_S036,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-68.34,-72.29,14.019
R10-C03_N1_S037,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-76.86,-72.29,14.019
R10-C03_N1_S038,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.14,-72.29,14.019
R10-C03_N1_S039,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.49,-72.29,14.019
R10-C03_N1_S040,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.64,-72.29,14.019
R10-C03_N1_S041,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.29,-72.29,14.019
R10-C03_N1_S042,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.53,-72.29,14.019
R10-C03_N1_S043,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.11,-72.29,14.019
R10-C03_N1_S044,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.46,-72.29,14.019
R10-C03_N1_S045,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.21,-72.29,14.019
R10-C03_N1_S046,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.66,-72.29,14.019
R10-C03_N1_S047,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.1,-72.29,14.019
R10-C03_N1_S048,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.73,-72.29,14.019
R10-C03_N1_S049,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.39,-72.29,14.019
R10-C03_N1_S050,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-77.01,-72.29,14.019
R10-C03_N1_S051,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.25,-72.29,14.019
R10-C03_N1_S052,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.45,-72.29,14.019
R10-C03_N1_S053,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.12,-72.29,14.019
R10-C03_N1_S054,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.79,-72.29,14.019
R10-C03_N1_S055,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.01,-72.29,14.019
R10-C03_N1_S056,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.66,-72.29,14.019
R10-C03_N1_S057,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.04,-72.29,14.019
R10-C03_N1_S058,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.43,-72.29,14.019
R10-C03_N1_S059,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.54,-72.29,14.019
R10-C03_N1_S060,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.1,-72.29,14.019
R10-C03_N1_S061,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.6,-72.29,14.019
R10-C03_N1_S062,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.82,-72.29,14.019
R10-C03_N1_S063,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.12,-72.29,14.019
R10-C03_N1_S064,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.62,-72.29,14.019
R10-C03_N1_S065,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.99,-72.29,14.019
R10-C03_N1_S066,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.93,-72.29,14.019
R10-C03_N1_S067,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.33,-72.29,14.019
R10-C03_N1_S068,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-65.9,-72.29,14.019
R10-C03_N1_S069,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-75.49,-72.29,14.019
R10-C03_N1_S070,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.11,-72.29,14.019
R10-C03_N1_S071,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-67.37,-72.29,14.019
R10-C03_N1_S072,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.11,-72.29,14.019
R10-C03_N1_S073,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.46,-72.29,14.019
R10-C03_N1_S074,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.61,-72.29,14.019
R10-C03_N1_S075,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.07,-72.29,14.019
R10-C03_N1_S076,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.06,-72.29,14.019
R10-C03_N1_S077,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-76.17,-72.29,14.019
R10-C03_N1_S078,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.13,-72.29,14.019
R10-C03_N1_S079,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.1,-72.29,14.019
R10-C03_N1_S080,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.96,-72.29,14.019
R10-C03_N1_S081,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-67.33,-72.29,14.019
R10-C03_N1_S082,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.36,-72.29,14.019
R10-C03_N1_S083,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.97,-72.29,14.019
R10-C03_N1_S084,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.38,-72.29,14.019
R10-C03_N1_S085,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.28,-72.29,14.019
R10-C03_N1_S086,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.6,-72.29,14.019
R10-C03_N1_S087,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.34,-72.29,14.019
R10-C03_N1_S088,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.41,-72.29,14.019
R10-C03_N1_S089,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-74.21,-72.29,14.019
R10-C03_N1_S090,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.58,-72.29,14.019
R10-C03_N1_S091,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.7,-72.29,14.019
R10-C03_N1_S092,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.62,-72.29,14.019
R10-C03_N1_S093,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-67.29,-72.29,14.019
R10-C03_N1_S094,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-72.37,-72.29,14.019
R10-C03_N1_S095,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-67.97,-72.29,14.019
R10-C03_N1_S096,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.53,-72.29,14.019
R10-C03_N1_S097,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-69.84,-72.29,14.019
R10-C03_N1_S098,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-70.53,-72.29,14.019
R10-C03_N1_S099,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-71.9,-72.29,14.019
R10-C03_N1_S100,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_01_FrontLeft,-73.35,-72.29,14.019
R10-C03_N2_S001,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-74.43,-72.27,14.005
R10-C03_N2_S002,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.23,-72.27,14.005
R10-C03_N2_S003,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-68.25,-72.27,14.005
R10-C03_N2_S004,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-73.75,-72.27,14.005
R10-C03_N2_S005,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-67.23,-72.27,14.005
R10-C03_N2_S006,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.6,-72.27,14.005
R10-C03_N2_S007,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-73.48,-72.27,14.005
R10-C03_N2_S008,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.24,-72.27,14.005
R10-C03_N2_S009,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-73.56,-72.27,14.005
R10-C03_N2_S010,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-74.47,-72.27,14.005
R10-C03_N2_S011,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-74.48,-72.27,14.005
R10-C03_N2_S012,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-69.37,-72.27,14.005
R10-C03_N2_S013,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-74.82,-72.27,14.005
R10-C03_N2_S014,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-68.99,-72.27,14.005
R10-C03_N2_S015,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.46,-72.27,14.005
R10-C03_N2_S016,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-70.17,-72.27,14.005
R10-C03_N2_S017,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-70.51,-72.27,14.005
R10-C03_N2_S018,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.68,-72.27,14.005
R10-C03_N2_S019,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-70.75,-72.27,14.005
R10-C03_N2_S020,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.14,-72.27,14.005
R10-C03_N2_S021,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-73.75,-72.27,14.005
R10-C03_N2_S022,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-68.87,-72.27,14.005
R10-C03_N2_S023,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-69.89,-72.27,14.005
R10-C03_N2_S024,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.91,-72.27,14.005
R10-C03_N2_S025,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.93,-72.27,14.005
R10-C03_N2_S026,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-70.43,-72.27,14.005
R10-C03_N2_S027,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-69.95,-72.27,14.005
R10-C03_N2_S028,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-68.99,-72.27,14.005
R10-C03_N2_S029,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-65.91,-72.27,14.005
R10-C03_N2_S030,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.53,-72.27,14.005
R10-C03_N2_S031,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-75.6,-72.27,14.005
R10-C03_N2_S032,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-70.62,-72.27,14.005
R10-C03_N2_S033,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.2,-72.27,14.005
R10-C03_N2_S034,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.58,-72.27,14.005
R10-C03_N2_S035,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-73.36,-72.27,14.005
R10-C03_N2_S036,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-68.56,-72.27,14.005
R10-C03_N2_S037,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-70.88,-72.27,14.005
R10-C03_N2_S038,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-68.99,-72.27,14.005
R10-C03_N2_S039,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.36,-72.27,14.005
R10-C03_N2_S040,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-77.81,-72.27,14.005
R10-C03_N2_S041,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.65,-72.27,14.005
R10-C03_N2_S042,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.92,-72.27,14.005
R10-C03_N2_S043,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-77.32,-72.27,14.005
R10-C03_N2_S044,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-68.87,-72.27,14.005
R10-C03_N2_S045,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.17,-72.27,14.005
R10-C03_N2_S046,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-74.93,-72.27,14.005
R10-C03_N2_S047,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-73.8,-72.27,14.005
R10-C03_N2_S048,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-69.93,-72.27,14.005
R10-C03_N2_S049,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-67.88,-72.27,14.005
R10-C03_N2_S050,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-69.88,-72.27,14.005
R10-C03_N2_S051,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-70.64,-72.27,14.005
R10-C03_N2_S052,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.05,-72.27,14.005
R10-C03_N2_S053,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-74.81,-72.27,14.005
R10-C03_N2_S054,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-71.17,-72.27,14.005
R10-C03_N2_S055,R10-C03,10,Center,3,6.12,13.6,0.45,RF_NODE_02_FrontRight,-72.91,-72.27,14.005
